variavel|descricao_var|codigo|descricao_cod
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|232120|Professor de Educacao Fisica no Ensino Medio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|232125|Professor de Filosofia no Ensino Medio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|232130|Professor de Fisica no Ensino Medio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|232135|Professor de Geografia no Ensino Medio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|232140|Professor de Historia no Ensino Medio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|232145|Professor de Lingua e Literatura Brasileira no Ensino Medio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|232150|Professor de Lingua Estrangeira Moderna no Ensino Medio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|232155|Professor de Matematica no Ensino Medio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|232160|Professor de Psicologia no Ensino Medio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|232165|Professor de Quimica no Ensino Medio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|232170|Professor de Sociologia no Ensino Medio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|233105|Professor da Area de Meio Ambiente
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|233110|Professor de Desenho Tecnico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|233115|Professor de Tecnicas Agricolas
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|233120|Professor de Tecnicas Comerciais e Secretariais
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|233125|Professor de Tecnicas de Enfermagem
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|233130|Professor de Tecnicas Industriais
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|233135|Professor de Tecnologia e Calculo Tecnico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|233205|Instrutor de Aprendizagem e Treinamento Agropecuario
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|233210|Instrutor de Aprendizagem e Treinamento Industrial
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|233215|Professor de Aprendizagem e Treinamento Comercial
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|233220|Professor Instrutor de Ensino e Aprendizagem Agroflorestal
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|233225|Professor Instrutor de Ensino e Aprendizagem em Servicos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234105|Professor de Matematica Aplicada (No Ensino Superior)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234110|Professor de Matematica Pura (No Ensino Superior)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234115|Professor de Estatistica (No Ensino Superior)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234120|Professor de Computacao (No Ensino Superior)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234125|Professor de Pesquisa Operacional (No Ensino Superior)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234205|Professor de Fisica (Ensino Superior)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234210|Professor de Quimica (Ensino Superior)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234215|Professor de Astronomia (Ensino Superior)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234305|Professor de Arquitetura
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234310|Professor de Engenharia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234315|Professor de Geofisica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234320|Professor de Geologia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234405|Professor de Ciencias Biologicas do Ensino Superior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234410|Professor de Educacao Fisica no Ensino Superior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234415|Professor de Enfermagem do Ensino Superior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234420|Professor de Farmacia e Bioquimica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234425|Professor de Fisioterapia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234430|Professor de Fonoaudiologia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234435|Professor de Medicina
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234440|Professor de Medicina Veterinaria
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234445|Professor de Nutricao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234450|Professor de Odontologia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234455|Professor de Terapia Ocupacional
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234460|Professor de Zootecnia do Ensino Superior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234505|Professor de Ensino Superior na Area de Didatica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234510|Professor de Ensino Superior na Area de Orientacao Educacional
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234515|Professor de Ensino Superior na Area de Pesquisa Educacional
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234520|Professor de Ensino Superior na Area de Pratica de Ensino
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234604|Professor de Lingua Alema
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234608|Professor de Lingua Italiana
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234612|Professor de Lingua Francesa
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234616|Professor de Lingua Inglesa
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234620|Professor de Lingua Espanhola
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234624|Professor de Lingua Portuguesa
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234628|Professor de Literatura Brasileira
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234632|Professor de Literatura Portuguesa
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234636|Professor de Literatura Alema
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234640|Professor de Literatura Comparada
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234644|Professor de Literatura Espanhola
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234648|Professor de Literatura Francesa
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234652|Professor de Literatura Inglesa
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234656|Professor de Literatura Italiana
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234660|Professor de Literatura de Linguas Estrangeiras Modernas
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234664|Professor de Outras Linguas e Literaturas
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234668|Professor de Linguas Estrangeiras Modernas
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234672|Professor de Linguistica e Linguistica Aplicada
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234676|Professor de Filologia e Critica Textual
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234680|Professor de Semiotica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234684|Professor de Teoria da Literatura
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234705|Professor de Antropologia do Ensino Superior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234710|Professor de Arquivologia do Ensino Superior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234715|Professor de Biblioteconomia do Ensio Superior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234720|Professor de Ciencia Politica do Ensino Superior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234725|Professor de Comunicacao Social do Ensino Superior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234730|Professor de Direito do Ensino Superior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234735|Professor de Filosofia do Ensino Superior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234740|Professor de Geografia do Ensino Superior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234745|Professor de Historia do Ensino Superior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234750|Professor de Jornalismo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234755|Professor de Museologia do Ensino Superior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234760|Professor de Psicologia do Ensino Superior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234765|Professor de Servico Social do Ensino Superior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234770|Professor de Sociologia do Ensino Superior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234805|Professor de Economia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234810|Professor de Administracao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234815|Professor de Contabilidade
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234905|Professor de Artes do Espetaculo no Ensino Superior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234910|Professor de Artes Visuais no Ensino Superior (Artes Plasticas e Multimidia)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|234915|Professor de Musica no Ensino Superior
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|239205|Professor de Alunos com Deficiencia Auditiva e Surdos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|239210|Professor de Alunos com Deficiencia Fisica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|239215|Professor de Alunos com Deficiencia Mental
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|239220|Professor de Alunos com Deficiencia Multipla
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|239225|Professor de Alunos com Deficiencia Visual
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|239405|Coordenador Pedagogico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|239410|Orientador Educacional
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|239415|Pedagogo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|239420|Professor de Tecnicas e Recursos Audiovisuais
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|239425|Psicopedagogo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|239430|Supervisor de Ensino
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|239435|Designer Educacional
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|239440|Neuropsicopedagogo Clinico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|239445|Neuropsicopedagogo Institucional
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241005|Advogado
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241010|Advogado de Empresa
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241015|Advogado (Direito Civil)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241020|Advogado (Direito Publico)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241025|Advogado (Direito Penal)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241030|Advogado (Areas Especiais)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241035|Advogado (Direito do Trabalho)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241040|Consultor Juridico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241205|Advogado da Uniao
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241210|Procurador Autarquico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241215|Procurador da Fazenda Nacional
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241220|Procurador do Estado
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241225|Procurador do Municipio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241230|Procurador Federal
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241235|Procurador Fundacional
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241305|Oficial de Registro de Contratos Maritimos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241310|Oficial do Registro Civil de Pessoas Juridicas
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241315|Oficial do Registro Civil de Pessoas Naturais
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241320|Oficial do Registro de Distribuicoes
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241325|Oficial do Registro de Imoveis
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241330|Oficial do Registro de Titulos e Documentos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241335|Tabeliao de Notas
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241340|Tabeliao de Protestos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|241405|Conselheiro Julgador
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|242205|Procurador da Republica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|242210|Procurador de Justica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|242215|Procurador de Justica Militar
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|242220|Procurador do Trabalho
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|242225|Procurador Regional da Republica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|242230|Procurador Regional do Trabalho
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|242235|Promotor de Justica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|242240|Subprocurador de Justica Militar
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|242245|Subprocurador-Geral da Republica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|242250|Subprocurador-Geral do Trabalho
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|242305|Delegado de Policia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|242405|Defensor Publico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|242410|Procurador da Assistencia Judiciaria
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|242905|Oficial de Inteligencia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|242910|Oficial Tecnico de Inteligencia
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251105|Antropologo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251110|Arqueologo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251115|Cientista Politico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251120|Sociologo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251205|Economista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251210|Economista Agroindustrial
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251215|Economista Financeiro
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251220|Economista Industrial
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251225|Economista do Setor Publico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251230|Economista Ambiental
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251235|Economista Regional e Urbano
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251305|Geografo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251405|Filosofo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251505|Psicologo Educacional
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251510|Psicologo Clinico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251515|Psicologo do Esporte
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251520|Psicologo Hospitalar
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251525|Psicologo Juridico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251530|Psicologo Social
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251535|Psicologo do Transito
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251540|Psicologo do Trabalho
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251545|Neuropsicologo
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251550|Psicanalista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251555|Psicólogo Acupunturista
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251605|Assistente Social
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|251610|Economista Domestico
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252105|Administrador
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252205|Auditor (Contadores e Afins)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252210|Contador
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252215|Perito Contabil
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252305|Secretaria  Executiva
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252310|Secretario  Bilingue
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252315|Secretaria Trilingue
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252320|Tecnólogo em Secretariado Escolar
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252405|Analista de Recursos Humanos
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252505|Administrador de Fundos e Carteiras de Investimento
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252510|Analista de Cambio
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252515|Analista de Cobranca (Instituicoes Financeiras)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252525|Analista de Credito (Instituicoes Financeiras)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252530|Analista de Credito Rural
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252535|Analista de Leasing
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252540|Analista de Produtos Bancarios
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252545|Analista Financeiro (Instituicoes Financeiras)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252550|Profissional de Relações com Investidores
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252605|Gestor em Segurança
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252705|Analista de Pcp (Programacao e Controle da Producao)
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252710|Analista de Planejamento de Materiais
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252715|Analista de Logistica
cbo2002ocupacao|Código da ocupação do trabalhador de acordo com a Classificação Brasileira de Ocupações (CBO 2002)|252720|Analista de Projetos Logisticos
